EmployeeID,PerformanceScore,ProjectsCompleted,ProjectsDue,TechnicalSkillsScore,SoftSkillsScore,TrainingProgramsCompleted,Attendance,YearsWithCompany,YearsInIndustry,PromotionScore,PromotionStatus
6158,4.084781821,12,9,2.626746908,4.582757073,4,92.72617144,6,14,7.857693139,Yes
6159,4.251501478,7,2,3.222644988,2.033668864,8,88.7480825,8,17,7.198601303,No
6160,3.653921004,12,8,3.213990077,3.748627324,9,94.77889886,9,19,8.728301341,Yes
6161,3.392132961,5,2,2.232231284,4.688894038,5,89.37114068,3,16,6.204721737,No
6162,4.976188474,12,0,2.506910925,3.317711745,9,99.41891812,6,4,7.39495864,No
6163,2.9557737,1,2,3.223642761,3.528712052,5,96.07665264,5,13,5.682358056,No
6164,2.208699897,3,8,4.523639038,3.351281988,2,92.12138822,4,9,5.573394042,No
6165,4.238513715,2,5,2.752598153,3.034230102,2,88.9835719,4,8,5.401072472,No
6166,3.669198437,11,1,4.544998411,4.104679248,5,98.69318323,1,6,6.76609763,No
6167,3.879787921,8,4,3.033634568,2.922949164,4,86.38734487,8,16,6.957567412,No
6168,4.837974446,12,3,2.301295012,4.715841518,6,99.92652001,1,2,6.875017825,No
6169,3.099984347,10,2,2.829430513,3.663484832,3,93.08126297,3,12,6.099466269,No
6170,3.108940802,8,4,3.951003559,2.667605743,6,86.31697764,0,11,5.917308002,No
6171,4.227663691,3,2,2.635614877,2.608731187,9,89.15973522,3,14,6.158681769,No
6172,4.905727631,10,6,2.152572138,3.568317399,6,85.96090418,6,15,7.565735878,Yes
6173,4.773489802,8,1,3.228535262,3.384145793,5,87.34407934,9,18,7.68226342,Yes
6174,4.532506674,7,5,3.974411298,3.062007609,5,93.97880126,2,12,6.800850857,No
6175,2.955263146,11,8,4.871572937,3.050324029,2,87.69493838,9,4,6.991388143,No
6176,2.127782748,13,2,3.148843783,2.848518384,9,95.71341242,0,17,6.50616097,No
6177,3.764143031,3,3,2.397507283,4.620434654,2,99.51024836,8,12,6.336927573,No
6178,3.614417693,12,4,2.634891546,4.187422076,7,85.96751347,0,10,6.664166374,No
6179,3.704645619,5,4,2.047776029,2.639553108,4,87.28697203,9,5,5.726465556,No
6180,3.589429708,10,3,2.775949434,4.645761822,7,88.21246551,4,9,6.978411586,No
6181,4.030991829,8,0,3.716722497,4.040118185,3,89.47143147,7,17,7.197154061,No
6182,2.314602685,3,5,2.592663077,3.517868016,8,86.12120433,4,3,5.210646865,No
6183,4.614344243,7,3,2.046605116,4.998338782,6,92.90177106,6,8,7.059291209,No
6184,2.898112877,6,0,2.624384301,4.117323527,8,99.70690045,1,18,6.269052067,No
6185,4.679329413,14,2,4.559959263,2.805350252,2,86.33867905,3,3,6.769272814,No
6186,3.135143138,3,7,2.08994948,3.845837358,4,91.5169068,1,10,5.24215118,No
6187,4.477544981,14,0,3.812257819,3.289743778,4,90.06141408,6,17,7.828080566,Yes
6188,3.551385146,14,2,3.61180101,4.962861975,4,87.93911863,7,13,7.889888,Yes
6189,2.262551098,4,2,3.536598239,3.010209076,9,92.240328,8,14,6.456879447,No
6190,3.516491305,11,0,4.75375182,3.747228752,5,91.96636454,3,2,6.549277814,No
6191,2.324526399,9,6,2.58297751,4.923472642,2,91.85851964,6,5,6.049996633,No
6192,4.489019112,9,4,2.958679066,3.636695196,6,93.39746642,2,1,6.336222992,No
6193,4.09883517,11,0,2.457733015,4.874643572,6,92.99452145,5,19,7.66998591,Yes
6194,4.779998718,14,8,4.703379505,2.015678018,2,93.93755056,8,10,7.948963595,Yes
6195,2.689064474,3,0,4.554385888,4.228808256,3,98.17441577,4,11,5.870481908,No
6196,3.68001327,11,8,4.413793526,3.736373931,0,92.01636794,1,3,6.229240945,No
6197,4.16342195,3,1,3.788742893,2.644833647,5,88.86489816,3,1,5.302595318,No
6198,4.981375038,10,1,4.760915809,4.94333351,3,99.72260321,8,17,8.644994034,Yes
6199,4.382520148,11,9,2.502155934,2.742870013,0,88.30100606,9,11,6.967044701,No
6200,4.408272398,7,4,2.66065241,2.076777923,0,97.65460854,6,13,5.984183559,No
6201,4.998048505,9,6,3.433490388,3.028686264,9,87.37194944,4,8,7.474708016,No
6202,4.654643822,11,7,2.424874898,3.27141624,8,96.5635906,3,17,7.720800158,Yes
6203,2.077688891,9,9,4.198272057,3.733564632,8,86.63807341,7,10,7.234275468,No
6204,3.426070909,12,7,3.964800245,4.394168274,7,88.96871111,5,1,7.328374118,No
6205,2.518490439,6,3,3.421849065,2.984828695,3,89.41760517,6,13,5.817309891,No
6206,4.404837622,5,9,4.690418118,2.974855387,8,98.70677527,2,2,6.800673407,No
6207,4.797863743,11,0,2.980155729,4.063022558,3,86.09854329,9,6,7.220778652,No
6208,3.089249718,8,9,4.808529996,4.524644898,8,92.61522478,0,3,6.865731086,No
6209,3.925603133,5,9,4.722011196,4.066709753,4,91.74205817,1,12,6.847126908,No
6210,3.093979645,14,5,4.407972605,4.117677941,4,96.73880924,9,18,8.432265757,Yes
6211,4.58450411,1,2,3.404353355,4.732775251,1,85.34838269,7,6,6.051356384,No
6212,2.942523165,13,4,2.760434615,4.451681683,2,98.65897588,1,1,5.828278192,No
6213,2.964240217,5,9,2.708464561,3.867962525,9,96.25960273,3,19,6.990267859,No
6214,2.507919929,1,6,2.318548973,3.892482848,3,96.18192079,6,13,5.452983443,No
6215,2.465035539,3,0,3.48455579,2.249974744,2,88.86852259,6,8,4.726428693,No
6216,4.048234283,5,7,3.560665846,2.22638919,4,88.93514577,0,5,5.376967196,No
6217,2.999887969,8,9,4.029746493,3.267887138,1,85.41150394,1,10,5.849041185,No
6218,4.437069326,10,1,3.644693407,4.165577116,0,86.67798654,9,8,7.032725511,No
6219,3.540881187,3,1,4.684196326,4.534672486,2,86.35447456,7,1,5.97517357,No
6220,4.322412581,10,5,3.537803458,2.071971364,2,98.15956295,2,4,5.897670218,No
6221,4.190873933,5,0,2.662530855,4.770986838,7,99.28586049,2,13,6.619188298,No
6222,2.517530074,2,7,2.772585554,3.16830164,5,86.99628602,6,11,5.563585242,No
6223,2.133669415,6,9,2.422062992,3.456345858,0,88.17698462,6,2,4.913547235,No
6224,4.118022659,8,9,3.426197543,2.472587254,3,92.55793122,9,8,6.953952637,No
6225,3.400136252,1,5,3.817855021,2.901058012,6,91.80402878,4,17,6.184537287,No
6226,3.083725761,2,5,4.574476292,4.44706935,4,96.32949898,1,5,5.714025929,No
6227,3.75571704,14,8,4.868243224,2.84855073,1,98.22062469,1,5,6.729355811,No
6228,2.443651294,7,3,3.625732785,4.464902679,8,99.37318585,7,4,6.692242664,No
6229,4.881727061,13,8,3.751425157,3.435414263,5,90.03026217,9,13,8.586112941,Yes
6230,4.209512888,6,6,3.314638328,3.969340419,7,96.52496797,9,19,8.088216713,Yes
6231,3.450773381,13,8,2.003060381,3.752592273,2,88.12602871,8,12,7.068257081,No
6232,2.991827859,10,9,2.729265864,3.551382281,1,96.89255341,7,16,6.852273845,Yes
6233,2.975305553,4,1,3.08998382,4.845338361,4,92.31106091,3,8,5.676786878,No
6234,2.165331142,13,1,2.423751899,4.251254428,1,96.19364213,6,17,6.451498094,No
6235,3.779635181,12,9,4.54376242,3.198843962,7,89.64353067,7,19,8.572341135,Yes
6236,4.992501743,2,9,2.198454623,4.441618321,4,92.3373991,3,19,6.904460064,No
6237,2.402137446,4,5,2.919129277,3.116518612,3,95.15002606,4,12,5.338755537,No
6238,4.886542437,5,2,2.59009627,4.490767622,6,90.14216107,2,9,6.48969625,No
6239,2.450368116,11,4,2.292537341,3.482212466,9,85.5639488,2,16,6.533332812,No
6240,2.414126375,2,8,4.325357059,2.009880066,8,90.40159327,6,14,6.22136544,No
6241,2.12788569,12,7,4.351073921,2.008699882,6,99.00625367,9,10,7.116734584,No
6242,3.735657801,12,5,2.561382419,3.296372505,8,93.91925145,6,6,7.125619205,No
6243,4.430664113,3,5,3.08186224,2.274049753,0,93.18868052,1,9,4.994927719,No
6244,2.610873315,11,1,3.032467065,2.391214243,7,89.64150366,1,8,5.61193726,No
6245,3.65001361,7,0,4.685224987,2.785064049,3,88.50065044,2,3,5.549548952,No
6246,2.096287242,2,0,2.374137068,2.194701548,7,86.2247112,7,8,4.762307495,No
6247,3.073541441,7,5,4.041621443,3.638855255,1,94.26751876,0,4,5.325649978,No
6248,2.92178621,5,8,3.575931149,3.397803964,6,86.16046117,7,19,7.047042804,No
6249,3.172830854,14,7,2.017268939,2.504672011,3,86.71999374,1,11,5.905195266,No
6250,2.614349046,1,7,2.03932384,4.304008153,5,93.96314403,0,18,5.387326379,No
6251,3.798884041,10,0,2.186818965,4.773698963,0,90.75896452,9,7,6.455148264,No
6252,4.613601155,5,0,3.219194926,3.648016556,4,93.45014475,0,18,6.267632505,No
6253,3.478230409,5,4,2.949188187,3.499708341,8,97.11106075,4,7,6.256762623,Yes
6254,3.017935258,10,3,2.294712226,2.240947074,4,86.35958427,6,8,5.701726717,No
6255,4.755845759,1,8,4.86721467,4.095008464,9,86.03081347,9,17,8.397637522,Yes
6256,3.738436917,6,4,4.151246031,3.301150814,7,91.33895754,9,7,7.155761591,No
6257,3.591042615,8,6,3.732516543,3.100721135,1,91.07485994,7,12,6.608080976,No
6258,2.961872584,1,5,4.873637963,4.78002539,2,91.74754769,4,3,5.707805554,No
6259,4.362574721,7,5,4.381233349,4.669770563,7,89.9177969,5,8,7.641672774,Yes
6260,4.603609921,9,8,2.644425318,2.680809661,6,96.88975923,9,4,7.193835196,No
6261,4.352758341,12,7,2.115211554,3.823170806,8,98.61831377,7,10,7.876386813,Yes
6262,2.495223875,2,2,3.841033742,4.124456518,6,97.71041541,8,4,5.956319479,Yes
6263,3.959710638,12,9,3.427914276,3.152055313,2,96.84775817,2,17,7.151248286,No
6264,3.833923129,9,0,3.503635818,2.922031027,9,99.11795794,1,15,6.817319394,No
6265,2.405845657,12,1,3.257281804,4.317981076,1,99.02554903,4,5,5.885155909,No
6266,2.538219231,4,0,2.620926656,3.789617555,7,90.29340946,8,16,6.278728409,No
6267,3.435161103,7,4,4.757030889,2.35833963,1,91.65747548,9,3,6.166478422,No
6268,4.209998641,14,8,4.080413256,3.254096018,3,89.30459659,0,9,7.028860193,No
6269,2.652345049,9,3,2.485011741,4.098080933,2,86.15439942,5,14,6.04298208,No
6270,4.605767879,11,0,3.512515847,4.602383955,8,92.31494943,0,19,7.767386904,Yes
6271,2.535950839,7,8,4.186637008,3.879886477,5,88.76602829,9,13,7.256208191,No
6272,2.086741624,3,6,3.446893006,4.804446617,7,89.12779153,3,8,5.888302099,No
6273,2.978248801,1,0,2.083820767,4.122531604,0,97.99785857,6,5,4.570151236,No
6274,4.489816377,9,2,3.472697334,4.567155741,6,95.05853519,3,11,7.312812019,No
6275,3.803611925,14,7,4.211924633,2.446603052,8,96.90048289,7,19,8.54356346,Yes
6276,2.739983754,1,0,3.425266394,2.810018172,6,86.41940482,3,14,5.174757882,No
6277,2.948207722,13,2,4.729882674,3.019101706,5,97.06336381,8,15,7.712498423,Yes
6278,3.822818947,14,3,3.880428445,2.022893991,5,85.98602711,5,6,6.753551832,No
6279,2.875179105,7,6,3.30631966,3.960550071,6,92.73035158,9,8,6.928488709,No
6280,4.997163651,6,3,4.398878639,2.732134369,4,85.87246642,3,12,6.715774562,No
6281,2.02236835,4,0,4.017181164,3.272779744,7,90.91699397,7,5,5.652390431,No
6282,4.589780007,13,7,3.57685209,4.821719895,4,92.30646352,5,5,7.82345216,Yes
6283,3.900716122,4,3,4.243913606,3.313715714,9,85.78208273,8,16,7.511628319,Yes
6284,3.256533812,10,0,4.964228398,3.029814787,9,97.95637423,6,11,7.497432829,No
6285,3.825706234,5,2,4.519906444,2.257707009,1,94.8315262,7,13,6.231806604,No
6286,3.02552377,12,1,3.307851577,3.487792913,1,97.56653798,5,8,6.153557374,No
6287,3.888799063,12,6,4.720740536,3.414026674,2,88.2723916,8,6,7.424621908,No
6288,2.210698171,6,1,4.381431936,2.586928418,2,92.07760986,3,17,5.544268569,No
6289,4.296086542,3,4,2.200286428,2.729925553,1,96.22582023,0,7,4.682939371,No
6290,4.464679705,14,9,2.18414124,2.039373903,7,93.81230777,6,13,7.619704474,Yes
6291,4.780906058,1,6,3.34064352,3.734133871,1,98.34803948,2,4,5.502611875,No
6292,2.032846801,3,0,4.612390885,3.835451792,9,94.89770389,1,17,6.123745087,No
6293,3.322870389,13,6,3.541325534,2.32995889,0,97.4081131,6,3,6.115366494,Yes
6294,4.379569601,9,2,2.971983824,3.929285089,2,91.69609378,0,6,5.852577974,No
6295,4.995372315,4,3,3.235252432,3.779028692,1,92.41731539,4,8,6.0984527,No
6296,3.308175118,1,6,3.613792978,3.21117198,6,96.74047942,4,11,5.968698999,No
6297,3.717581711,3,8,4.863741385,4.21644456,8,94.60212933,9,8,7.732924297,Yes
6298,4.281754747,6,9,4.838877556,2.388969118,2,96.40383216,1,2,5.926547856,No
6299,2.078034846,9,1,3.936310578,3.775087683,5,92.07943895,3,9,5.947842175,No
6300,2.952015961,13,4,3.653423191,3.800273012,1,85.01875653,4,13,6.621948258,No
6301,3.552558231,14,6,3.755208422,4.722278932,0,92.22473548,3,17,7.447920362,No
6302,2.855199894,2,4,4.616372376,3.015264093,9,95.90732766,6,6,6.309608251,No
6303,3.807610949,11,2,3.228018089,4.076450871,7,99.42032697,4,8,7.141545731,No
6304,2.283976979,10,8,4.16950355,3.865269335,2,94.92492426,1,8,6.04353088,No
6305,2.566973508,13,0,2.119391491,3.981821748,7,87.14555925,2,3,5.779360848,No
6306,2.38219752,1,4,2.70934715,4.343760142,6,94.47343472,2,18,5.679167932,No
6307,2.566874521,6,9,3.328366587,4.777119581,4,91.42232228,3,12,6.42483275,No
6308,3.540107466,2,1,2.596184425,2.970675799,2,95.68167514,3,13,5.052525157,No
6309,4.784659111,7,2,4.413246883,3.580653514,2,90.05508758,0,9,6.269602183,No
6310,2.942417531,9,8,2.0254747,4.459810653,8,92.19902528,0,12,6.473740866,No
6311,3.437722947,8,0,4.725259913,2.592627965,7,86.99789492,9,11,7.154302495,No
6312,2.860346256,5,0,3.835297377,3.891848411,4,93.83020513,7,7,6.026941851,No
6313,3.819848627,1,6,4.74280018,2.725448739,7,89.27647173,0,10,5.905748601,No
6314,3.430669729,6,8,4.544795134,4.667986713,2,87.8145724,6,1,6.543070225,No
6315,4.567163589,13,4,2.279113102,2.022941439,9,94.98024804,0,2,6.287626801,No
6316,2.715729552,6,3,4.387525434,4.197647022,0,98.2766886,5,15,6.299163493,No
6317,2.991280313,6,4,4.171907258,3.284100029,3,99.54411815,2,4,5.559916729,No
6318,3.485788837,13,4,4.532826283,4.7340457,0,89.49246526,5,12,7.37151565,No
6319,2.028961671,4,6,3.478800415,4.302436466,5,86.98948569,9,14,6.570153012,No
6320,2.491594444,7,8,2.772069205,3.260182829,6,92.98031006,0,9,5.57091181,No
6321,2.435286223,7,8,4.811527984,2.551247126,3,97.17081141,2,16,6.246760399,No
6322,2.7976363,4,2,3.8664089,2.908069981,5,90.34167499,8,1,5.591573497,No
6323,4.893433723,9,2,3.889800497,2.1001353,3,90.54814845,7,1,6.398975228,No
6324,2.099890241,10,7,2.250143495,3.087086417,2,87.11117883,6,11,5.740390576,No
6325,4.441021156,2,9,3.748328425,2.121731919,4,90.10138676,4,12,6.173193984,No
6326,4.412028284,3,4,3.923687013,4.535652873,5,99.82638678,5,19,7.455639052,No
6327,2.120327526,6,4,4.389645238,2.849350948,5,89.55202549,3,16,6.011423638,No
6328,2.275005994,12,1,2.712561339,3.020967966,1,86.83370922,7,12,5.860135959,No
6329,4.049955095,9,4,4.704073214,3.720181074,4,89.6615712,8,16,7.905820569,Yes
6330,3.729316957,2,9,2.511021959,4.188221207,3,94.01234873,0,12,5.620821215,No
6331,3.050194978,9,2,4.714175504,4.914701776,3,99.09480468,0,14,6.745261486,No
6332,3.090948024,10,5,3.770653028,3.633598371,7,89.48013446,4,13,7.108095071,No
6333,4.481760321,11,0,3.621716348,2.724638257,7,90.87112205,2,7,6.652314212,No
6334,4.705350022,3,7,2.426689243,4.322041968,2,96.2458684,4,12,6.37778113,No
6335,4.730687003,3,4,3.02831932,3.775048756,9,91.35518004,1,9,6.47528314,No
6336,2.595862451,7,4,3.289724641,3.766297553,9,91.13797831,8,3,6.585537269,No
6337,2.802749127,13,6,4.8548161,4.932647051,9,91.12467478,5,17,8.645068218,Yes
6338,2.911813856,5,4,3.407003886,2.382976035,4,85.08002357,4,9,5.373029362,No
6339,2.14318493,7,6,4.777123383,3.00441525,3,86.43341416,9,4,6.183262686,No
6340,2.024103319,12,4,3.656233822,2.53472876,4,88.73826026,4,1,5.50376968,No
6341,2.225068044,13,2,2.45718105,2.664968665,1,89.17039348,7,9,5.68491742,Yes
6342,4.678980363,3,0,2.423591656,2.932018908,5,97.52942828,3,12,5.795466005,No
6343,4.936421958,6,0,2.218937085,2.854255468,8,99.74032077,2,1,5.80052959,No
6344,3.789579432,11,0,2.45950773,3.40167416,0,87.61261044,6,5,5.758708434,No
6345,4.517407326,14,0,4.781456499,2.392205238,8,96.65638595,3,1,7.200479112,No
6346,4.152713774,13,3,2.908287784,3.512040611,2,89.54224008,7,19,7.542130238,Yes
6347,2.360677722,8,0,3.951583166,3.147822303,3,88.02343853,3,9,5.451820849,No
6348,2.61311363,12,4,3.137327738,4.287913655,1,89.26825263,8,14,6.91027901,No
6349,2.295417125,4,8,4.981677433,2.031571842,5,93.10598416,7,5,5.922708575,No
6350,3.978517238,10,7,3.059972588,4.900052296,2,88.11042176,3,19,7.376391594,No
6351,3.173891909,10,0,3.809430621,3.643379339,8,91.19655436,1,6,6.30458334,No
6352,3.438207499,5,4,2.497194193,3.178954133,4,93.48832484,4,16,6.001941406,No
6353,4.576949879,13,2,4.401613927,3.273525377,7,94.68228464,5,15,8.206919861,Yes
6354,4.330417074,7,5,4.85775959,3.965747828,1,89.60769309,8,7,7.171494816,No
6355,2.111324176,2,5,4.076743171,4.343091809,8,87.5884958,7,1,5.95772686,No
6356,4.992106292,1,0,4.215211679,3.979717565,5,99.05140876,0,8,6.029586422,No
6357,2.620298163,13,6,4.358565887,4.218676597,7,86.6774942,2,14,7.451099534,No
6358,2.89809196,11,8,2.357676051,3.589605815,3,89.84956632,3,9,6.105283757,No
6359,3.989453219,6,3,3.148825968,4.355544708,7,98.52226173,3,5,6.516107923,No
6360,2.503318792,7,4,2.012702077,2.407392905,9,98.05819651,0,6,5.095949672,No
6361,4.339931713,11,5,4.868291472,4.423857851,0,99.52313604,8,11,7.943034306,Yes
6362,2.210575722,2,2,4.359384591,2.329370039,1,97.72214505,5,15,5.149615305,No
6363,2.984835751,4,3,4.333560414,3.318098722,1,99.48738682,7,9,5.942117104,No
6364,4.586689033,10,3,2.411873297,2.209138438,8,86.68844454,6,1,6.434145952,Yes
6365,2.203247493,14,2,4.233726226,3.906337486,6,97.83676026,8,19,7.96835238,Yes
6366,2.418631965,2,4,2.797830402,4.808228277,9,94.50576016,0,4,5.341362244,No
6367,2.869741606,11,8,3.516958546,3.622711118,9,93.23677548,5,9,7.374420935,No
6368,3.471003745,10,6,2.655541495,2.266448892,7,85.82012128,6,3,6.230300913,No
6369,3.527482132,4,2,4.056646534,3.44718445,3,90.98239834,4,12,6.021005396,No
6370,2.34315052,9,0,2.462968701,2.483931886,1,90.44774231,4,7,4.71407013,No
6371,3.234260311,10,7,2.412625024,2.679126986,5,88.80903585,0,5,5.488350997,No
6372,3.308840062,14,9,4.590830489,4.882077187,2,95.46366169,5,8,7.818875354,Yes
6373,2.223451026,12,1,4.816354978,2.354445159,7,98.86806168,2,9,6.34425512,No
6374,3.174247587,10,9,3.062245242,2.631250886,9,90.17913336,3,13,6.968511638,No
6375,3.290570326,11,8,3.422494217,3.060554643,2,86.27587716,7,14,6.983759539,No
6376,2.616920644,2,8,2.498436691,4.198631147,4,98.87577854,3,2,5.086417489,No
6377,2.091661712,10,1,3.790525692,3.310418456,8,89.51088584,5,13,6.617695885,No
6378,2.212818829,14,6,3.910729257,2.118848269,4,86.96463816,6,6,6.323881089,No
6379,2.36217623,11,1,2.036407263,4.207315679,3,93.43932377,5,9,5.849080696,No
6380,3.252591622,2,2,4.081353039,2.612562333,9,98.90466881,8,11,6.591491031,No
6381,4.678499955,10,4,3.856601717,4.026991857,2,89.18990176,0,11,6.723197456,No
6382,4.190192488,9,4,4.31974162,3.131133076,0,90.28419004,7,10,6.804782808,No
6383,3.228400289,7,8,2.033518253,2.731611413,4,86.12445578,9,1,5.773664041,No
6384,2.618624158,5,7,2.147057847,4.757573682,9,87.52242648,1,10,6.056093462,No
6385,4.546259973,7,5,4.561538093,3.84945521,8,85.01419982,8,7,7.865920586,Yes
6386,4.46027395,14,8,2.350538111,2.586066987,0,91.14619165,1,10,6.258424371,No
6387,3.90981653,4,5,4.51004776,4.938157552,7,94.09023357,6,4,7.200610508,No
6388,4.215030177,6,1,3.134531577,2.769712036,2,97.28327963,5,14,6.143150533,No
6389,4.731910042,14,6,4.546772783,4.668393164,3,91.35423495,3,4,7.781382466,Yes
6390,2.022295918,11,0,3.235649751,2.206165703,5,95.44203344,0,8,5.051062954,No
6391,4.18140753,7,7,2.978609965,4.997476393,3,95.46068471,9,8,7.41327062,No
6392,4.501408449,2,9,3.67149394,4.204588647,3,90.65644572,3,16,6.793010257,No
6393,4.455435843,3,1,3.554694634,2.8443353,4,98.59820289,8,5,6.161340701,No
6394,2.373919867,6,3,2.949196357,4.545437164,2,96.1865071,8,16,6.422563258,No
6395,3.190339251,8,7,2.792376536,3.259592175,2,89.16398626,9,16,6.793725408,No
6396,2.112791576,9,4,2.655415368,3.950812334,0,96.29860853,8,16,6.207473115,No
6397,4.784899536,9,0,4.038490312,4.684663525,5,95.07468421,3,6,7.150616884,No
6398,2.655393748,11,9,3.209808598,3.117613677,5,96.33446216,1,17,6.663703741,No
6399,2.084601956,11,7,4.753997034,4.519519097,7,86.85065789,3,11,7.241920998,No
6400,2.050324129,9,5,3.21175099,3.227650544,9,87.70314265,7,16,6.990928071,No
6401,2.627304557,9,3,4.021946179,4.962568463,9,88.12461892,7,13,7.72046309,Yes
6402,2.972377323,3,8,2.133494567,2.252261492,6,86.45885368,9,3,5.459700703,No
6403,2.357490138,5,2,3.945576911,2.266635477,5,96.45562646,3,1,4.859561901,No
6404,2.44135708,11,7,3.362335519,3.425956739,2,85.73609926,7,5,6.201009715,No
6405,3.954913617,11,7,3.052069299,3.704624979,3,91.86612948,8,14,7.55415967,Yes
6406,2.854889363,11,6,4.775603134,4.945367586,3,93.41653716,1,15,7.238235223,No
6407,2.091974652,1,7,3.667189919,4.60519659,7,96.56962362,9,2,6.163274732,No
6408,2.215670086,9,2,2.34149565,4.428812253,3,94.74630946,3,18,6.054255413,No
6409,4.272659011,8,9,2.82571637,3.453722147,8,94.01689976,5,5,7.097809353,No
6410,2.821621852,9,1,2.314224589,3.286347189,6,95.15478785,0,11,5.525823458,No
6411,2.82730823,13,3,4.458953513,2.480653759,5,95.20896501,6,7,6.815062208,No
6412,4.497001521,8,0,4.704394759,4.940492666,0,99.13028798,1,11,6.730771053,No
6413,4.482632399,11,5,4.053841424,3.913920219,3,98.06109745,4,3,7.056014148,No
6414,3.849716373,10,8,2.077656512,4.975428312,6,85.69375173,6,16,7.704061126,Yes
6415,3.598147939,13,9,3.141552681,2.120372976,0,92.16435002,3,7,6.034091902,No
6416,4.563351113,11,4,3.855579245,2.572314837,9,87.04975317,5,4,7.291081724,No
6417,3.891424215,12,2,3.417860143,2.901348124,8,95.76008356,9,9,7.669331498,Yes
6418,2.321778222,10,4,4.962810026,3.541705152,9,95.72587233,2,3,6.611092318,No
6419,4.387076772,7,1,3.948528489,3.35563103,8,98.0079937,7,11,7.477328092,No
6420,2.259768277,11,2,4.918369323,2.151350059,4,91.59197503,0,11,5.753817228,No
6421,2.218944645,3,8,2.096263176,3.450986673,8,93.01249586,9,18,6.584008097,No
6422,4.137910306,9,1,4.791130848,4.01930915,9,93.63947896,8,12,8.275000018,Yes
6423,2.123626283,5,2,4.361790594,4.658290349,2,88.56959898,3,11,5.722499107,No
6424,2.849436863,10,5,4.543058867,2.303853675,5,98.41365503,3,14,6.652922402,No
6425,2.485803992,9,1,4.184332089,2.37994768,1,96.93599099,7,15,6.13116928,No
6426,4.340875568,3,0,4.917780674,4.646382834,0,98.29315874,8,2,6.404111485,No
6427,3.38539812,7,9,3.405308181,3.37744297,6,94.75670144,5,18,7.256142251,No
6428,2.924663064,4,5,2.797254486,2.053559298,0,99.69026798,5,1,4.436548381,No
6429,3.432233522,7,2,4.715400319,3.618734619,1,88.59509265,7,18,6.956453238,No
6430,2.988583771,4,6,4.95248862,3.449507602,7,90.27745819,9,14,7.395331602,No
6431,2.041050262,8,4,3.692618603,3.388322023,2,94.70645238,7,11,6.046079264,No
6432,3.771392513,9,7,3.672796467,2.512675218,4,85.48519024,9,1,6.56930104,No
6433,4.089821003,2,3,4.93040588,2.486571929,0,94.53726155,3,12,5.652259021,No
6434,2.691804594,9,9,3.602459729,4.290621064,2,98.75609176,5,14,6.91111259,No
6435,4.199895324,2,5,4.58251152,2.907214948,0,85.09086881,9,11,6.348795618,No
6436,3.596401324,9,1,3.872394746,3.128344707,9,94.86103427,6,5,6.937058539,No
6437,2.908498466,7,2,2.895576783,4.541229627,3,98.78873464,1,18,6.135252633,No
6438,3.724644633,1,7,4.28574393,2.43484636,5,85.2923411,3,15,6.03335267,No
6439,3.67221123,13,3,4.289043266,2.829839724,2,94.81422648,2,18,7.004028329,No
6440,4.282989647,1,8,2.782977001,2.38669057,2,88.17653982,9,6,5.735460526,No
6441,2.955871654,7,0,3.544612293,2.586998903,6,87.84773781,6,1,5.536274311,No
6442,4.112824689,2,0,4.867940499,4.015586527,4,88.03348367,5,4,6.11533485,No
6443,2.999495509,13,3,2.595336262,2.213953016,0,94.63396921,9,13,6.332659015,Yes
6444,4.251432487,7,6,3.620250487,3.494348031,5,98.54085374,8,17,7.742875707,Yes
6445,4.344850969,12,1,3.966948679,4.168801954,6,97.82194716,0,4,6.875347873,No
6446,4.079984399,13,3,3.517738345,3.850900995,1,92.10861909,0,16,6.776411936,No
6447,2.356536372,11,8,3.510155422,2.589522405,6,85.33613006,9,16,7.257667,No
6448,2.681182161,4,6,3.24068691,2.115087667,4,91.2908989,4,14,5.479749983,No
6449,3.400134235,8,5,2.236449712,4.524595139,7,86.27398623,0,3,5.821700161,No
6450,3.901680769,4,3,2.510492463,4.579933519,2,88.40693035,0,14,5.626171828,No
6451,3.902391313,9,8,4.163971204,2.027396126,2,92.52580097,9,12,7.106156063,No
6452,3.082772007,5,8,2.623582135,2.428871349,8,95.44168496,6,10,6.265291772,No
6453,3.207015668,2,7,4.942990699,4.31555797,0,88.98777941,5,17,6.503715663,No
6454,4.344869366,12,5,2.376691246,4.647794224,7,90.12424931,1,12,7.33049578,No
6455,3.408331331,12,0,2.743189385,4.38788817,3,96.53764057,9,13,7.27129035,No
6456,2.800057293,9,7,2.417164123,2.843038051,4,95.47878036,3,1,5.336455333,No
6457,2.643065444,9,4,2.350705693,4.712868907,3,98.45464385,2,3,5.560803225,No
6458,3.144387431,12,8,3.170137836,4.667025161,0,94.65524321,5,14,7.078012695,No
6459,3.817420637,10,7,4.572578555,2.365819008,0,90.65599067,8,16,7.206359043,No
6460,4.824033525,7,2,3.915082724,3.284620321,4,97.16471607,8,13,7.439826455,No
6461,4.538034753,14,6,3.618298907,3.167485235,2,92.91945854,8,2,7.329851332,No
6462,4.68491612,10,8,4.169110869,4.352552482,6,92.05752427,9,4,8.244106694,Yes
6463,2.192985392,12,9,4.921350335,4.716117168,6,88.19148796,6,14,8.006239012,Yes
