EmployeeID,Age,Qualifications,Tasks_completed,Due_tasks,Awards,Experience,AttendancePercentage,PromotionScore,promoted
4822,61,PhD,72,18,6,16,83.89,68.72,1
4823,32,PhD,15,2,6,12,67.62,41.04,0
4824,39,BBA,17,16,2,23,53.1,35.37,0
4825,44,B.Tech,93,15,8,14,69.48,71.26,1
4826,44,MBA,54,7,13,19,81.41,79.68,1
4827,50,BSC,66,9,3,28,52.45,70.52,1
4828,57,B.Tech,50,15,12,29,92.63,78.57,1
4829,34,BBA,71,16,14,22,84.78,74.4,1
4830,25,PhD,2,5,8,23,54.11,35.06,0
4831,32,B.Tech,41,7,10,6,82.29,49.81,0
4832,24,B.Tech,76,8,11,11,91.91,78.05,1
4833,48,MBA,96,6,5,13,65.04,67.5,1
4834,37,BBA,87,3,0,21,73.96,79.01,1
4835,41,M.Tech,53,2,6,16,63.06,58.47,0
4836,40,BBA,10,5,3,22,68.47,54.2,0
4837,50,BSC,64,19,12,8,55.61,52.42,0
4838,34,PhD,40,16,13,27,67.56,64.22,1
4839,41,BBA,32,2,11,26,55.5,63.13,1
4840,61,M.Tech,26,19,2,21,81.51,65.79,1
4841,30,M.Tech,75,17,13,24,64.57,80.56,1
4842,22,MBA,84,15,12,19,77.22,69.74,1
4843,53,PhD,23,7,8,18,59.13,44.75,0
4844,54,PhD,30,3,10,9,78.93,50.62,0
4845,22,MBA,40,19,9,24,76.34,55.84,0
4846,26,MBA,25,9,8,7,72.81,52.66,0
4847,56,BBA,3,13,9,14,84.66,44.3,0
4848,55,M.Tech,67,3,8,7,63.23,64.28,1
4849,43,M.Tech,96,19,9,16,61.15,67.61,1
4850,34,BBA,93,13,14,1,67.12,65.8,1
4851,55,B.Tech,67,6,11,15,83.57,76.66,1
4852,21,PhD,84,1,14,14,97.77,85.2,1
4853,41,PhD,56,9,9,6,61.13,62.91,1
4854,28,BBA,47,16,7,2,87.97,61.01,1
4855,54,MBA,54,8,6,19,79.61,67.18,1
4856,60,B.Tech,30,15,3,9,87.27,58.59,0
4857,34,MBA,47,4,10,4,59.33,42.14,0
4858,64,MBA,69,18,5,14,80.92,67.77,1
4859,59,PhD,37,3,12,10,64.65,64.61,1
4860,40,MSC,24,15,12,24,55.09,39.22,0
4861,46,PhD,47,13,8,11,59.7,63.25,1
4862,41,MBA,30,18,14,3,95.6,64.39,1
4863,21,MSC,24,9,8,23,72.05,44.82,0
4864,21,B.Tech,54,2,6,22,92.7,64.6,1
4865,26,B.Tech,23,11,12,29,88.92,62.33,1
4866,28,MBA,16,2,0,7,99.67,52.96,0
4867,30,BSC,24,9,9,23,81.86,57.95,0
4868,55,PhD,22,19,1,21,68.64,47.09,0
4869,22,B.Tech,72,2,7,4,61.59,64.98,1
4870,33,PhD,10,3,2,10,54.59,31.77,0
4871,37,B.Tech,44,1,12,15,75.24,61.57,1
4872,49,MSC,77,14,9,15,89.69,83.74,1
4873,50,BBA,60,0,11,7,86.63,73.07,1
4874,25,B.Tech,12,15,9,23,64.07,40.78,0
4875,32,MBA,30,13,4,1,99.38,47.53,0
4876,47,B.Tech,48,5,5,1,91.92,60.01,1
4877,54,MBA,76,16,11,29,60.83,72.99,1
4878,32,MSC,7,15,9,1,99.05,41.73,0
4879,21,M.Tech,43,3,1,13,95.76,68.46,1
4880,56,BSC,2,9,10,15,55.98,34.27,0
4881,45,M.Tech,41,1,12,18,71.95,62.67,1
4882,29,B.Tech,92,2,3,28,94.75,86.53,1
4883,21,B.Tech,21,1,14,16,66.75,53.0,0
4884,39,BSC,76,16,9,28,93.41,95.62,1
4885,52,M.Tech,4,14,8,17,78.58,52.63,0
4886,39,MBA,44,12,10,23,55.24,47.49,0
4887,32,M.Tech,19,18,4,23,70.8,42.3,0
4888,22,M.Tech,16,5,12,11,52.33,37.59,0
4889,52,PhD,99,4,3,2,53.52,60.49,1
4890,35,PhD,3,17,7,4,90.55,34.67,0
4891,39,B.Tech,22,9,9,28,88.44,72.22,1
4892,48,MSC,47,6,5,28,64.83,61.43,1
4893,23,M.Tech,19,0,8,6,94.79,50.76,0
4894,30,BSC,58,7,0,20,92.01,73.14,1
4895,46,MBA,87,4,5,16,83.89,90.49,1
4896,35,M.Tech,79,17,8,17,92.71,84.16,1
4897,43,MBA,96,4,8,10,81.07,89.12,1
4898,38,BSC,57,0,12,28,59.31,59.79,0
4899,57,MSC,91,5,11,3,92.95,87.7,1
4900,42,PhD,86,0,8,19,78.97,77.12,1
4901,54,MBA,51,11,7,26,60.96,65.1,1
4902,33,MSC,53,13,5,28,99.05,74.48,1
4903,60,MSC,47,5,13,15,52.33,47.37,0
4904,42,BBA,80,2,12,2,54.69,61.7,1
4905,40,BBA,78,8,1,11,74.78,65.47,1
4906,37,MBA,82,2,8,24,64.44,73.67,1
4907,59,M.Tech,29,14,14,13,78.38,62.13,1
4908,43,PhD,35,19,13,21,89.62,73.43,1
4909,38,BSC,90,15,3,13,92.25,81.88,1
4910,36,MSC,84,12,4,28,86.76,76.33,1
4911,61,MBA,39,0,11,10,65.41,53.05,0
4912,36,BSC,31,6,13,25,51.81,60.11,1
4913,50,MSC,58,15,13,2,50.1,46.88,0
4914,44,M.Tech,95,19,3,23,68.52,79.59,1
4915,29,PhD,71,2,0,27,51.13,64.14,1
4916,54,M.Tech,22,19,7,28,86.42,60.94,1
4917,38,M.Tech,77,7,6,5,94.36,69.15,1
4918,55,BBA,38,16,1,6,64.37,52.0,0
4919,30,MBA,12,1,13,24,97.72,60.16,1
4920,22,B.Tech,1,8,6,2,67.03,21.86,0
4921,25,MBA,92,3,14,9,83.82,76.34,1
4922,28,PhD,24,5,11,28,86.83,60.87,1
4923,25,M.Tech,61,1,4,4,65.97,51.99,0
4924,60,M.Tech,21,9,8,21,90.69,69.09,1
4925,59,MSC,91,2,14,27,62.48,84.51,1
4926,47,BBA,31,4,9,19,79.07,56.87,0
4927,30,MBA,69,18,2,23,91.05,71.42,1
4928,58,MSC,83,6,0,29,87.77,94.78,1
4929,32,B.Tech,52,5,13,22,60.66,63.91,1
4930,22,MSC,20,12,0,29,94.16,59.19,0
4931,50,BSC,79,2,5,22,78.53,77.52,1
4932,30,MBA,41,3,2,18,96.73,71.66,1
4933,57,BBA,45,19,6,25,70.47,59.68,0
4934,53,MSC,24,10,0,18,99.8,71.17,1
4935,34,BBA,11,5,9,4,68.44,37.09,0
4936,50,MSC,20,14,13,28,81.8,52.1,0
4937,58,B.Tech,80,4,3,2,55.1,67.78,1
4938,64,PhD,59,13,3,3,62.07,61.38,1
4939,54,M.Tech,57,2,3,9,62.32,63.87,1
4940,47,PhD,48,7,6,10,56.73,53.66,0
4941,24,B.Tech,96,9,11,18,52.39,72.9,1
4942,57,MBA,38,10,14,21,96.77,74.31,1
4943,41,PhD,73,11,4,14,76.55,75.58,1
4944,39,B.Tech,84,13,14,24,94.86,92.19,1
4945,42,BSC,90,12,1,2,76.94,65.89,1
4946,33,B.Tech,29,2,6,9,98.9,50.93,0
4947,36,PhD,13,2,7,3,83.97,48.57,0
4948,41,BSC,40,15,6,26,87.31,70.62,1
4949,42,B.Tech,59,5,7,22,86.85,72.2,1
4950,51,BSC,48,19,0,10,86.3,61.81,1
4951,22,M.Tech,61,17,7,3,75.32,63.74,1
4952,21,MBA,37,3,6,1,80.31,60.69,1
4953,38,BSC,43,4,1,22,88.17,57.8,0
4954,61,MBA,51,8,11,22,54.86,65.55,1
4955,57,B.Tech,30,1,14,10,98.86,72.41,1
4956,29,BBA,66,14,9,16,58.82,62.68,1
4957,55,BSC,87,5,0,9,54.48,65.94,1
4958,45,B.Tech,89,18,8,15,81.23,75.63,1
4959,62,BSC,72,17,2,5,88.62,77.62,1
4960,64,MBA,34,12,10,3,72.98,50.75,0
4961,35,BBA,3,7,7,9,69.44,42.38,0
4962,52,MSC,39,3,13,27,64.4,73.0,1
4963,43,MBA,71,11,3,14,66.29,59.97,0
4964,27,MBA,78,15,6,10,55.63,59.29,0
4965,64,MBA,37,17,6,5,56.47,53.22,0
4966,42,BSC,80,18,13,8,97.08,80.67,1
4967,39,MSC,67,2,8,28,53.02,76.32,1
4968,61,M.Tech,89,1,5,13,73.52,80.44,1
4969,55,B.Tech,95,6,13,29,68.16,81.6,1
4970,41,B.Tech,47,15,13,22,81.98,59.69,0
4971,54,PhD,19,16,8,22,97.15,60.9,1
4972,42,PhD,34,17,12,18,97.11,64.6,1
4973,61,BBA,86,1,8,14,50.54,69.0,1
4974,27,PhD,77,14,6,7,74.32,71.8,1
4975,35,B.Tech,93,11,5,18,93.64,96.09,1
4976,29,BSC,98,12,0,19,60.72,80.03,1
4977,29,BBA,29,8,12,7,88.9,48.65,0
4978,38,BSC,78,12,10,6,71.39,76.06,1
4979,62,BSC,65,13,2,10,84.72,77.41,1
4980,64,MBA,19,0,7,20,79.89,67.66,1
4981,53,BBA,13,4,2,16,70.14,51.54,0
4982,22,B.Tech,18,18,8,24,85.57,63.81,1
4983,62,MSC,2,12,1,25,74.38,40.89,0
4984,25,BSC,18,17,0,4,62.45,31.73,0
4985,46,MSC,44,19,6,14,82.15,54.7,0
4986,42,BSC,80,18,5,21,66.47,71.44,1
4987,57,M.Tech,72,8,4,2,98.89,85.03,1
4988,21,B.Tech,62,11,14,6,75.24,70.39,1
4989,23,M.Tech,86,14,2,27,86.22,90.55,1
4990,49,MSC,5,2,1,11,73.43,37.79,0
4991,31,BBA,80,2,12,14,61.29,66.19,1
4992,37,M.Tech,80,17,5,10,63.85,62.69,1
4993,38,B.Tech,1,6,9,28,92.29,49.86,0
4994,37,BSC,97,14,7,13,65.61,70.99,1
4995,25,PhD,52,14,6,17,74.69,62.94,1
4996,49,BSC,60,4,6,13,63.81,53.15,0
4997,36,BBA,87,12,11,21,72.74,72.1,1
4998,50,M.Tech,40,3,6,21,81.86,74.69,1
4999,48,BSC,62,14,10,7,64.46,67.29,1
5000,39,MBA,39,4,4,20,65.59,56.03,0
5001,47,BBA,33,12,0,14,56.47,54.4,0
5002,30,BBA,9,10,0,25,74.86,47.22,0
5003,55,MBA,8,2,3,28,97.64,54.66,0
5004,53,B.Tech,41,10,0,7,52.49,42.96,0
5005,42,MBA,53,14,0,29,83.65,74.41,1
5006,29,BSC,78,19,9,21,88.97,71.96,1
5007,36,PhD,77,17,14,9,98.75,87.59,1
5008,32,MBA,64,19,5,3,78.22,51.57,0
5009,58,BBA,15,15,2,5,67.17,37.28,0
5010,29,B.Tech,93,17,7,11,91.63,86.74,1
5011,57,M.Tech,28,18,1,18,55.63,36.8,0
5012,50,BBA,37,12,7,10,64.15,48.58,0
5013,44,B.Tech,22,18,4,6,99.87,59.38,0
5014,57,MBA,34,18,14,15,90.99,60.24,1
5015,24,MBA,95,1,2,8,78.15,75.12,1
5016,35,BSC,66,9,11,25,67.69,72.42,1
5017,50,BSC,24,11,8,6,88.88,54.47,0
5018,47,B.Tech,46,15,0,19,65.38,65.57,1
5019,43,MSC,44,7,5,1,80.82,51.95,0
5020,55,M.Tech,32,9,2,10,82.23,50.03,0
5021,51,MBA,67,16,13,18,85.72,70.09,1
5022,38,B.Tech,91,11,4,11,91.02,83.71,1
5023,43,BBA,12,4,9,27,74.58,65.02,1
5024,64,MBA,42,13,5,14,67.15,63.38,1
5025,61,B.Tech,73,12,14,1,52.72,55.3,0
5026,33,MBA,82,17,4,4,53.05,51.17,0
5027,38,B.Tech,28,8,0,7,68.35,51.59,0
5028,24,M.Tech,83,15,4,18,93.69,73.98,1
5029,51,BSC,91,16,13,29,91.56,84.8,1
5030,59,B.Tech,22,3,1,2,60.1,38.33,0
5031,50,BSC,19,4,8,4,95.81,51.93,0
5032,46,B.Tech,13,16,1,13,85.42,53.83,0
5033,25,MSC,14,1,14,28,98.23,68.14,1
5034,54,B.Tech,40,0,14,6,94.78,63.64,1
5035,61,M.Tech,96,17,10,19,87.85,97.68,1
5036,56,PhD,15,11,2,10,51.31,34.97,0
5037,41,M.Tech,83,14,8,8,76.91,76.04,1
5038,38,PhD,74,15,2,7,71.47,61.29,1
5039,32,B.Tech,50,0,4,6,86.77,54.81,0
5040,30,M.Tech,69,3,3,4,68.45,69.63,1
5041,45,BSC,24,4,12,6,75.59,44.51,0
5042,33,MBA,78,11,10,6,50.26,50.58,0
5043,63,MBA,73,0,9,25,88.51,78.69,1
5044,59,PhD,26,7,3,16,63.95,54.28,0
5045,27,BSC,89,2,4,13,85.62,77.77,1
5046,64,M.Tech,32,9,2,27,81.39,62.51,1
5047,57,M.Tech,59,9,0,27,78.41,82.12,1
5048,33,PhD,65,2,5,10,83.57,64.51,1
5049,26,MBA,55,19,7,23,73.17,69.05,1
5050,58,BBA,79,6,12,9,79.41,85.04,1
5051,33,BBA,97,9,3,17,85.28,92.32,1
5052,39,BBA,21,6,6,20,73.18,46.07,0
5053,36,BBA,4,18,1,25,97.71,53.46,0
5054,59,PhD,94,8,9,12,87.55,89.03,1
5055,38,MSC,61,0,4,8,75.46,61.64,1
5056,24,BBA,19,11,9,10,73.97,47.53,0
5057,57,BBA,72,3,6,24,53.11,77.96,1
5058,23,MSC,87,18,4,4,84.54,74.53,1
5059,50,B.Tech,1,4,14,28,94.22,54.9,0
5060,48,M.Tech,39,6,10,2,77.65,45.86,0
5061,24,PhD,21,2,4,24,64.75,42.81,0
5062,38,BSC,38,1,5,27,74.08,74.12,1
5063,26,M.Tech,15,0,9,28,83.12,57.62,0
5064,39,B.Tech,9,1,8,11,70.62,52.49,0
5065,51,PhD,55,4,6,29,87.65,84.22,1
5066,64,MBA,71,10,4,12,95.16,69.49,1
5067,33,MBA,30,14,5,9,90.72,55.47,0
5068,63,MBA,40,15,3,9,98.78,60.84,1
5069,22,PhD,15,7,14,6,73.35,50.31,0
5070,45,MBA,82,3,3,5,59.76,71.77,1
5071,31,MSC,21,13,10,24,87.76,57.37,0
5072,27,PhD,3,19,1,23,99.17,52.79,0
5073,23,M.Tech,8,11,14,25,95.75,54.46,0
5074,26,PhD,39,1,4,26,81.3,61.23,1
5075,42,B.Tech,88,17,1,3,92.71,71.69,1
5076,24,B.Tech,90,5,4,29,59.51,73.77,1
5077,40,MSC,78,13,13,22,60.28,81.03,1
5078,50,MSC,86,14,0,8,77.2,77.23,1
5079,29,BBA,33,17,4,16,70.84,53.27,0
5080,45,BSC,6,19,8,1,64.68,25.23,0
5081,21,MSC,46,9,2,29,61.31,66.1,1
5082,61,MBA,28,7,1,5,72.28,55.32,0
5083,61,MBA,71,5,13,9,69.44,60.98,1
5084,49,MSC,67,8,8,14,77.43,68.09,1
5085,38,BSC,91,13,12,27,89.01,88.25,1
5086,43,B.Tech,63,11,2,4,78.59,54.39,0
5087,22,BSC,85,8,6,14,87.41,80.03,1
5088,46,BSC,48,9,8,24,83.76,67.81,1
5089,58,BBA,97,0,11,26,66.74,85.48,1
5090,34,PhD,60,9,13,23,93.13,82.59,1
5091,60,BSC,8,12,9,5,87.63,45.73,0
5092,41,PhD,27,10,5,23,95.36,64.63,1
5093,62,MSC,19,7,12,9,72.72,51.13,0
5094,38,MSC,21,5,0,7,57.44,47.85,0
5095,33,PhD,98,7,4,15,60.18,76.0,1
5096,41,M.Tech,47,3,9,19,92.17,79.58,1
5097,23,PhD,93,13,13,20,59.38,70.19,1
5098,33,M.Tech,1,7,11,27,95.55,57.93,0
5099,56,MSC,39,12,4,29,90.66,71.65,1
5100,53,PhD,46,14,5,2,52.2,52.63,0
5101,33,B.Tech,32,4,11,20,71.32,61.31,1
5102,47,BBA,81,14,0,16,65.82,77.08,1
5103,30,PhD,46,15,1,15,76.79,49.53,0
5104,57,BSC,55,18,10,22,73.94,72.34,1
5105,27,M.Tech,66,5,6,9,67.61,66.68,1
5106,52,M.Tech,11,8,4,19,52.65,32.05,0
5107,28,M.Tech,15,12,1,18,58.64,31.41,0
5108,44,BBA,31,15,0,14,77.29,49.11,0
5109,33,MBA,92,16,5,29,81.95,78.91,1
5110,41,B.Tech,97,14,7,5,53.39,71.74,1
5111,38,PhD,66,10,5,5,93.11,74.55,1
5112,32,B.Tech,24,6,6,4,60.25,49.06,0
5113,33,BBA,23,17,9,11,69.12,55.36,0
5114,54,PhD,12,6,10,22,72.68,49.07,0
5115,24,BSC,97,4,1,22,87.71,84.85,1
5116,50,M.Tech,98,1,12,16,61.88,89.01,1
5117,30,MSC,41,11,6,7,66.25,50.79,0
5118,57,MBA,56,15,13,24,50.55,69.55,1
5119,47,MSC,92,4,11,11,76.84,76.21,1
5120,34,M.Tech,90,12,5,20,69.84,77.59,1
5121,37,MBA,15,4,4,28,76.06,64.02,1
5122,54,B.Tech,99,9,8,10,52.31,75.43,1
5123,34,M.Tech,1,6,4,19,87.77,40.1,0
5124,51,M.Tech,30,12,10,22,78.51,61.77,1
5125,43,BSC,68,2,13,29,95.24,92.53,1
5126,34,BSC,13,19,10,21,51.67,39.4,0
5127,44,MSC,37,9,10,23,50.56,60.13,1
5128,41,B.Tech,33,11,5,26,92.48,68.06,1
5129,46,M.Tech,77,9,8,24,85.69,85.79,1
5130,30,B.Tech,9,9,8,2,73.32,35.26,0
5131,48,MSC,7,18,10,11,69.08,31.58,0
5132,30,M.Tech,7,3,8,7,83.37,41.36,0
5133,37,MBA,57,6,1,24,74.27,58.44,0
5134,23,BSC,82,8,12,4,57.22,61.98,1
5135,33,B.Tech,27,16,2,18,95.33,53.79,0
5136,21,M.Tech,94,19,0,26,65.69,69.71,1
5137,56,MBA,50,10,3,29,77.68,69.86,1
5138,21,BSC,5,3,3,3,79.54,30.82,0
5139,58,MSC,80,2,14,14,50.71,63.32,1
5140,63,B.Tech,43,17,4,25,97.1,77.44,1
5141,31,BBA,84,2,9,17,85.97,83.68,1
5142,45,B.Tech,27,12,7,18,80.42,51.08,0
5143,37,B.Tech,11,12,11,18,71.21,40.88,0
5144,58,B.Tech,68,2,1,7,53.3,56.71,0
5145,55,MSC,53,8,4,25,88.91,81.61,1
5146,63,B.Tech,99,10,6,15,56.59,78.97,1
5147,26,PhD,8,9,1,5,70.64,31.99,0
5148,63,BSC,1,19,6,7,92.73,36.88,0
5149,39,BSC,18,16,5,7,74.91,48.71,0
5150,48,MSC,11,11,8,1,68.17,37.71,0
5151,56,MBA,55,10,8,25,73.4,63.52,1
5152,32,B.Tech,91,6,11,5,90.09,71.89,1
5153,42,BBA,10,10,3,14,66.75,41.13,0
5154,52,PhD,99,3,7,5,58.77,70.3,1
5155,58,MBA,82,14,1,26,96.17,86.85,1
5156,52,MBA,25,10,9,2,69.56,47.27,0
5157,55,M.Tech,13,13,12,15,98.83,59.02,0
5158,45,BBA,22,1,11,21,67.55,44.88,0
5159,36,BBA,77,6,13,23,63.77,78.83,1
5160,22,PhD,45,5,0,9,76.5,50.56,0
5161,55,MSC,29,17,11,18,86.07,60.74,1
5162,44,BSC,92,13,8,20,94.82,81.31,1
5163,62,MBA,78,3,1,18,65.46,72.62,1
5164,32,B.Tech,67,2,5,8,67.58,56.11,0
5165,56,B.Tech,1,4,5,14,56.89,33.29,0
5166,62,M.Tech,97,18,9,9,53.03,66.65,1
5167,37,PhD,44,15,3,1,80.01,59.19,0
5168,28,B.Tech,5,18,9,7,79.4,47.37,0
5169,28,BBA,93,18,14,7,93.79,76.5,1
5170,46,B.Tech,86,1,14,10,65.64,77.1,1
5171,44,MBA,32,5,7,10,66.2,49.92,0
5172,21,BSC,18,5,11,14,79.17,46.16,0
5173,35,PhD,19,3,13,6,69.16,43.38,0
5174,61,MBA,39,11,7,8,65.73,51.61,0
5175,62,PhD,90,10,3,27,76.44,79.16,1
5176,34,MBA,95,11,14,22,72.79,81.72,1
5177,55,BSC,73,17,5,17,85.18,77.03,1
5178,33,PhD,10,6,4,12,59.53,44.66,0
5179,59,B.Tech,15,3,10,18,77.38,54.67,0
5180,28,BBA,38,1,11,29,93.94,69.6,1
5181,37,MSC,49,10,3,3,56.87,45.4,0
5182,47,MBA,19,17,6,23,91.66,56.44,0
5183,50,MBA,85,1,7,15,93.94,96.48,1
5184,24,PhD,64,8,4,23,98.56,80.38,1
5185,32,BBA,74,11,8,6,99.25,80.06,1
5186,41,B.Tech,40,12,4,26,69.47,55.78,0
5187,56,BBA,62,6,2,4,50.78,52.6,0
5188,34,BSC,35,13,13,28,58.84,65.47,1
5189,61,BBA,44,8,14,9,71.93,53.27,0
5190,49,BSC,91,15,12,11,57.04,61.47,1
5191,42,M.Tech,77,1,2,21,70.26,81.25,1
5192,52,BBA,35,16,1,20,99.7,59.95,0
5193,35,MSC,62,16,10,10,80.98,61.0,1
5194,49,M.Tech,36,13,13,6,75.1,52.17,0
5195,25,PhD,54,1,2,15,64.72,64.27,1
5196,27,MSC,15,11,7,8,96.98,58.28,0
5197,56,MBA,63,4,12,2,53.33,53.06,0
5198,51,BSC,75,6,2,21,88.94,74.09,1
5199,45,BBA,64,15,4,29,57.72,57.32,0
5200,30,M.Tech,41,1,12,19,80.05,59.97,0
5201,36,B.Tech,98,14,12,26,58.1,76.2,1
5202,52,B.Tech,82,16,8,15,92.78,79.97,1
5203,34,B.Tech,81,12,2,16,91.44,85.74,1
5204,27,MBA,70,4,2,5,59.59,65.53,1
5205,57,BSC,87,10,13,23,82.68,79.31,1
5206,62,BBA,57,18,14,29,86.49,86.55,1
5207,46,BBA,26,0,14,8,87.1,49.82,0
5208,29,PhD,59,12,7,25,53.45,62.0,1
5209,64,MSC,45,13,8,10,77.04,60.43,1
5210,41,BBA,62,19,8,17,96.4,69.14,1
5211,35,MBA,41,15,7,2,64.08,39.66,0
5212,29,B.Tech,54,11,2,25,94.4,73.64,1
5213,49,M.Tech,5,11,3,7,90.1,51.55,0
5214,25,PhD,87,10,8,7,70.9,79.04,1
5215,23,BBA,58,14,10,25,96.07,69.31,1
5216,34,BSC,93,4,7,12,89.37,77.79,1
5217,61,BBA,31,6,1,1,72.03,51.61,0
5218,36,BSC,96,5,4,3,71.52,65.53,1
5219,23,M.Tech,21,9,6,22,92.24,51.25,0
5220,49,BBA,60,4,3,5,51.27,52.5,0
5221,46,B.Tech,88,14,8,11,55.4,68.81,1
5222,46,M.Tech,77,11,13,28,74.41,77.99,1
5223,59,BBA,74,9,4,21,99.17,79.35,1
5224,39,BBA,5,19,14,6,51.64,25.91,0
5225,38,BSC,10,1,8,11,68.63,35.03,0
5226,30,M.Tech,23,2,0,3,86.01,54.16,0
5227,55,M.Tech,97,2,10,12,99.91,91.52,1
5228,59,BSC,64,19,7,9,98.25,68.36,1
5229,42,PhD,38,17,11,24,99.69,73.02,1
5230,64,BSC,61,3,0,24,94.61,88.81,1
5231,26,BSC,51,18,8,10,93.8,65.78,1
5232,30,MSC,42,13,4,22,79.35,53.31,0
5233,34,BBA,67,1,14,21,72.5,79.77,1
5234,48,MSC,66,6,4,19,90.23,70.15,1
5235,35,PhD,4,16,4,12,64.39,39.16,0
5236,31,BBA,43,10,3,28,62.48,50.58,0
5237,30,MBA,39,13,6,29,84.86,62.69,1
5238,22,PhD,18,4,10,1,79.89,39.01,0
5239,41,B.Tech,45,12,11,22,83.34,65.29,1
5240,37,MSC,14,6,8,24,52.92,41.54,0
5241,47,B.Tech,11,13,14,10,65.44,38.12,0
5242,25,BBA,2,10,14,12,77.81,50.76,0
5243,42,PhD,65,1,12,27,88.24,84.34,1
5244,59,M.Tech,69,14,3,3,85.8,65.49,1
5245,58,BSC,17,10,7,17,52.39,46.48,0
5246,59,PhD,53,12,11,17,85.73,74.0,1
5247,59,MSC,49,17,2,14,73.22,53.53,0
5248,31,BBA,82,16,8,10,73.45,70.94,1
5249,41,B.Tech,69,2,1,2,98.65,65.91,1
5250,44,MSC,89,2,0,13,80.59,84.26,1
5251,54,MSC,21,4,11,16,65.14,55.7,0
5252,23,BBA,67,8,3,14,59.02,58.35,0
5253,46,B.Tech,85,5,7,17,99.31,84.63,1
5254,49,MBA,26,6,12,13,80.81,50.39,0
5255,28,M.Tech,63,17,14,1,60.9,62.19,1
5256,56,BBA,88,19,7,27,62.3,71.14,1
5257,54,MBA,79,0,1,7,63.95,65.41,1
5258,47,B.Tech,55,14,6,11,56.85,62.96,1
5259,47,BSC,38,6,13,17,62.38,54.71,0
5260,44,BSC,55,15,9,27,92.9,82.24,1
5261,57,PhD,73,2,4,9,89.1,77.17,1
5262,62,BSC,86,19,7,22,73.58,76.41,1
5263,41,BSC,36,5,8,17,89.3,68.6,1
5264,42,BBA,46,17,3,1,89.23,66.93,1
5265,39,MSC,97,16,5,3,88.03,69.78,1
5266,37,BBA,53,12,13,8,58.18,62.71,1
5267,60,MBA,17,13,10,24,57.1,58.72,0
5268,26,MBA,74,9,10,2,86.33,61.01,1
5269,42,B.Tech,19,5,8,5,66.08,32.55,0
5270,30,BBA,96,10,3,8,54.0,59.12,0
5271,53,B.Tech,11,15,4,9,54.4,31.92,0
5272,50,MSC,89,19,12,23,78.42,92.35,1
5273,49,MSC,60,3,3,21,67.05,65.7,1
5274,46,B.Tech,26,12,5,28,59.49,51.47,0
5275,22,M.Tech,92,3,12,26,96.79,101.1,1
5276,56,M.Tech,57,6,2,14,91.2,66.25,1
5277,28,BBA,24,14,13,16,99.41,53.8,0
5278,56,B.Tech,38,6,6,21,66.73,67.92,1
5279,23,PhD,36,12,8,13,94.17,51.86,0
5280,49,PhD,60,16,9,25,75.87,76.29,1
5281,55,BSC,54,17,14,6,79.05,54.54,0
5282,57,M.Tech,94,6,12,2,93.45,80.69,1
5283,61,MBA,97,15,9,17,79.89,90.94,1
5284,34,M.Tech,62,14,5,19,93.38,74.03,1
5285,39,M.Tech,46,3,12,14,63.35,64.99,1
5286,24,B.Tech,61,11,7,2,67.36,62.98,1
5287,44,M.Tech,93,1,9,1,90.68,83.3,1
5288,26,MSC,97,7,1,21,61.52,75.4,1
5289,23,MSC,13,16,14,13,84.2,52.6,0
5290,57,BSC,13,8,14,27,89.89,70.6,1
5291,56,MBA,58,19,1,18,84.77,75.51,1
5292,63,MSC,88,18,4,12,58.84,68.6,1
5293,62,PhD,70,6,7,11,52.77,56.06,0
5294,56,PhD,46,8,7,27,98.88,80.06,1
5295,45,MSC,68,17,14,20,66.04,76.16,1
5296,31,MBA,75,3,9,9,64.25,59.53,0
5297,64,BSC,57,6,10,23,67.3,64.8,1
5298,34,B.Tech,22,10,4,8,91.48,60.98,1
5299,53,M.Tech,95,17,0,14,55.86,66.1,1
5300,43,BSC,60,5,5,2,65.16,64.11,1
5301,34,PhD,46,8,1,4,79.93,62.47,1
5302,48,B.Tech,97,3,12,17,89.65,99.97,1
5303,47,MBA,89,12,14,4,53.18,71.61,1
5304,63,BSC,71,1,6,27,93.49,96.7,1
5305,41,B.Tech,28,16,11,22,72.49,64.41,1
5306,23,PhD,17,12,6,2,64.69,30.99,0
5307,31,BBA,43,17,8,14,59.71,52.61,0
5308,61,BSC,93,6,11,27,66.15,85.01,1
5309,22,PhD,38,0,14,19,98.28,66.07,1
5310,23,BSC,25,12,14,26,79.02,67.67,1
5311,58,PhD,81,10,8,8,97.37,84.6,1
5312,27,BSC,58,18,8,12,57.85,57.47,0
5313,44,BSC,44,7,4,28,77.82,73.07,1
5314,51,PhD,57,4,10,15,87.86,70.98,1
5315,46,PhD,58,1,12,10,87.3,69.92,1
5316,42,M.Tech,80,1,10,4,59.49,57.13,0
5317,23,B.Tech,42,5,2,7,87.3,57.75,0
5318,60,MBA,45,1,9,13,65.76,61.37,1
5319,33,MBA,34,17,10,2,96.01,59.57,0
5320,25,M.Tech,83,0,6,16,94.06,80.8,1
5321,49,B.Tech,39,18,9,6,60.6,46.62,0
5322,34,BSC,33,6,5,21,72.9,62.89,1
5323,57,MSC,6,16,5,9,95.04,46.15,0
5324,34,M.Tech,21,2,3,2,71.29,48.15,0
5325,41,MSC,97,9,6,20,84.14,84.07,1
